,comment_text,label,party
131,"Have not seen a policeman walk past my house “on the beat” in over 30yrs, not even in fancy dress. I bet 90% of todays police force wasn’t even born when I last saw one doing the rounds on foot 🥸",1,conservatives
173,Happy New year Liberal Democrats 🙂,2,libdems
155,"The sooner the better have a look at the list of Nu—Doms . First thing caught me Eye 3 or 4 of our the biggest Banks. There CEO are Nu-Dom . They pick there wages up on top of there big  Bonuses 🤬🤬🤬, BUT DONT PAY THERE TAXES TO BRITAIN.  Needs  changing NOW",0,labour
328,Come and knock on my door..You'd get the welcome you so rightly deserve😂 #enoughisenough,0,conservatives
72,Move on and stop holding us to account for the mess Brexit has made of our once great country!! 🤫🇬🇧🇪🇺,0,conservatives
2,Great 5000 beds between more than 1250 hospitals. Those 4 beds per hospital will make all the difference 🙄 Please take what remaining nurses we have left in our hospitals for your grand plan. Not like we have a staffing shortage right now.,0,conservatives
89,How will he staff them 🤔,1,conservatives
135,"It's almost as if Corbyn was right all along 🤔🤔 Nice job backstabbing him, Keithites",0,labour
322,Seems to spend more time in a plane ✈️ than in No 10 then again has to use all the air miles collected by the bodger Johnson,0,conservatives
172,But Happy Christmas is frowned on 😡,0,conservatives
120,"How long will this take? 13 years? 🤷 Totally removed from reality, Rishi Sunak delivers yet another set of hollow slogans to justify his sickeningly high pay grade while pensioners lay on trolleys in hospital corridors for 24 hours at a time.",0,conservatives
170,What do you mean can catch? They are 🇬🇧 waters 💧,1,conservatives
215,The 🤡 who said nurses are aiding Putin 🤣🤣🤣🤣! They're asking for less each than he claimed on expenses for heating his stables FFS !,0,conservatives
303,Well done Rishi. Ignore the Luddite’s 👍,2,conservatives
265,That's been in planning since 2010 and is estimated to take a minimum of 15 years to build!!!! WTG!! Dipsticks taking the plaudits today for something that should have been near completion but won't be around for flipping ages. Take a bow 🙏,0,conservatives
254,Have a gooden.😀,1,conservatives
176,Happy New year to you and your family Ed Davey 🙂,2,libdems
119,I agree 👍,2,labour
111,You’ve had 3 in the past couple of months so I would keep quiet if I were you lot 🙈😡😡,0,conservatives
261,Good Luck England 🏴󠁧󠁢󠁥󠁮󠁧󠁿,2,conservatives
20,"Take full advantage of workers more like. Workers protections down the drain, and now you can exploit them harder... Yay 😕",0,conservatives
193,Needs to wake up and take advantage of the mess the tories are in !! They are starting to catch up in the polls 😔😔 Andy Burnham next if Keir fails which I pray he doesn't 🙄,0,labour
17,All the usual moaners moaning 😂 KS4PM 👍,0,labour
150,"If as you are demanding,  the NHS should receive a 17% payrise,  I'm assuming that here in Wales that's what we will be getting? After all Wales has recieved a record £18 billion from central government so they should be able to afford it, unless of course they waste it on providing free trees for every household,  endless 20mph signs,  increasing the number of AMs in the Welsh government etc. etc. 🙄",0,labour
196,What is the plan then 🤔,1,labour
309,Rishi! See you next Tuesday! 😊👍,2,conservatives
94,"I've voted Conservative for over 50 years, never again while that rat 🐀 is PM. Just pay the nurse's and stop the graduate policy of nursing and get back to it being a vocation. Pay the front line fit wages.",0,conservatives
212,⚡️ Every household across the country is receiving held through our £400 Energy Bill Support scheme on top of our Energy Price Guarantee,1,conservatives
30,Liberal Democrat MPs voted against these weak targets to attempt to force the Tories to set far stronger targets. We will continue to campaign to stop sewage dumping for good. Back our campaign today ⬇️ www.libdems.org.uk/stop-sewage,1,libdems
19,I know a few rich Americans that will be rolling their sleeves up. 😅,1,labour
240,"Keep up the hard work Rishi Sunak  So many challenges but you have the record of calling it right, looking after the people who need help most and taking the hard decisions 👍",2,conservatives
330,Thanks for the triple lock payment I look forward to giving most of it back in taxes 🤷‍♂️,0,conservatives
154,Somerset Unionist Party 🎉 🎉 🎉,1,libdems
106,Everyone of those items are listed areas that the Conservatives have failed to deliver and have infact made worse. Stop deflecting I am not fooled 😡,0,conservatives
46,This will be huge impact on society. Well done 👏🏻,2,labour
88,"Labour-minds seem  to  be biased and ignore anything but ' small businesses ' , as if other slightly bigger  businesses  don't  matter but  they  bring  prosperity  to  the  community and nationally as well . WHY  IS  THAT ?🥲😝😅😔",0,labour
50,"There are approximately 60,000 non Doms. They pay either £30,000 or £60,000 fees annually to live here. Just double these fees, then they will stay here spending lots of money, and the tax man will get at least another £2 billion for the NHS. Simples 😉👍",1,labour
148,"Great,  pro growth, pro business - So we're going to have a proper trade agreement with the EU and Europe 🙂 🙂 🙂",1,labour
300,"Not a cat in hells chance, you have ruined the party and disenfranchised the members 😡",0,conservatives
118,You are taking about solving the five problems you created as through you are doing us a favour 😡,0,conservatives
55,"Glad to see they gave Ned a soft blow hammer, doesn't make any dents 😂",0,libdems
143,Yada yada yada! 🥱 😫,0,labour
327,How about tackling the invasion this country has to put up with tax payers footing the bill which you are shoving under the carpet pull your finger out and get it sorted enough is enough😡😡,0,conservatives
10,"What the clown has not mentioned is what settlement he gave to HMRC, eg gave names of associates who also dodged tax to stop him going to prison. More interesting now is that he has interests in the USA, and the IRS is interested. What a clown 🤡",0,libdems
239,"Unless I've missed something, I'm Still waiting on the announcement which was supposed to come in the autumn about how every household benefits from the £400 discount for the energy bills!!  😡",0,conservatives
206,How come we are in this position having to rely on other nations for energy? 🤔,1,conservatives
70,Brexit it IS. 👏👏👏👏,1,conservatives
174,if you do you do if you don't you don't 🙄 I haven't gone so I can't say much. They knew exactly what the country was before it was given it. Just seen score 🤣,0,labour
285,Powerful words voice of honesty of service with security for the country with successfully this only about be honest in politics do the job well Spoken Uk primer Ministers 🇬🇧👏👏,2,conservatives
146,He is after womens vote today... Yawn 😦,0,labour
14,Absolutely right not to forget. Its a shame though the victims of the Kamir Rouge and the attrocities during the 2nd world war of the Japanese et al dont get the same respect. 🤔,1,conservatives
191,Wishing them every bit of luck. Fingers crossed. 💪💪💪🤞,2,conservatives
177,"2022-12-20: Dear Sir, #PleaseRT  In an interview with the German magazine Zeit dated December 7, former German Chancellor Angela Merkel “revealed” that the “Minsk Agreement” was intended to “buy time”. ● Click below for the full text!  ❤ The world's ""special zones"": USA's Mexican border, EU Algeria, Commonwealth 　British Commonwealth - Australia, Okinawa, North Korea, Sakhalin...English, Japanese, French, German　　   ---------   Rishi Sunak UK’s Prime Minister  Please do your best ----------",1,conservatives
183,"Children cannot learn on empty stomachs , great idea Labour 🌹",2,labour
13,For the working man 🤣 don’t make me laugh. You imbeciles are pushing through the biggest charging clean air zone in Europe in Manchester. For the pleasure to go to work it will cost me an extra £3650 a year for the privilege. Liverpool have refused it. Leeds worked around it. Manchester Labour council lapped it up. Burnham was giving dodgy contracts to his wife’s company. How corrupt can you be really…,0,labour
15,New Government green initiative. TORY TRIKES A three wheeled equivalent of the Boris Bike. 🚴🏾‍♂️ Especially for those too unstable to ride a bicycle. Rishi Rickshaws will be available for the ultra rich in First Class. 1️⃣  These will be available from the new Ealing HS2 🚅 terminus so that passenger can cycle the remaining five miles into central London.,1,libdems
16,"How anyone can believe this ingenious lot, is beyond me! How much more has to be printed about the fascist tactics of this wannabe tories party for you all to wake up! If you really want to shake up the status quo of both these parties and get real change then no working person nor Labour traditionalist should be voting for this tory B Team nor the tories! Starmer is the epitome of a Tory, and those wanting to put him in No 10 are going to be bitterly disappointed 😢",0,labour
179,"🤔 strange situation with this windfall tax. The higher the fuel costs, the greater the tax take by the government. So the government will be making far more than the oil companies🤔 🤔 If they add a windfall tax as well, will this not just get added to the net costs of fuel anyway? Which will increase the government tax take even further. 🤔 🤔 I would hazard a guess that the already hard pressed general public will be the real people covering the cost of the windfall tax in the long run along with additional taxes and duties that may get applied.🤔 🤔 So would it really achieve what the simple quick sound bite headline say it will? I very much doubt it…😏 Because currently. For every £100 of fuel you buy at the pumps approximately 70% (£70) is tax, fuel duty and VAT.",0,labour
93,"I am still confused, where is the £350 million per week the Tories promised for the NHS 🧐 Maybe the Tories need to provide these payments, and stop lying to the public.",0,libdems
65,"Fantastic work Conservatives! It was a work of genius to introduce Christmas shopping and a World Cup drinking session as part of your manifesto. Maybe we could make it an annual thing where everyone spends loads of their yearly savings over the space of a few weeks? That international football competition drinking session would probably have to be every other year though, I’m not sure the nations livers could take it. Again though, inspired thinking to get that MASSIVE 0.1% growth!! Keep up the spectacular job you are doing and keep that blue sky thinking coming our way! 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻",0,conservatives
172,Good luck 🍀,2,labour
166,Is that why we still have vets on the streets whilst the ILLEGALS lash it up in hotels 😡 you speak 💩💩,0,conservatives
91,Think Rishi needs to go do some maths classes at least its a start after 12 yrs of underfunding way too late though especially as he wasted 37 billion on a pink elephant called track and trace how much could the 37 billion funded alone in the NHS he should be held accountable allowing such a huge figure of wasted tax payers money 💰 thing he needs maths lessons himself an be held accountable for his mistake as chancellor,0,conservatives
166,Half the money collected through business rates goes to ones local council. Would this mean that our residential  council tax bills would increase ? 🤔  😩,0,labour
287,And we're supposed to be grateful  for it what a joke paid in for over 50yrs years 🤬🤬🤬,0,conservatives
23,"Goodness, that’s almost as much as Liz Truss’ ill fated premiership cost the country. Very selective memory 🙈",0,conservatives
29,"Tory government is a disgrace, also those who vote for them 💯 in support of nurses",0,labour
199,"I know who I’d prefer and it’s not Keith! Here’s 6 reasons for starters 👇  ✔️Saved our businesses and jobs through Covid when Keith wanted more lockdowns   ✔️Delivered earliest vaccine when our Keith wanted us in European Medicine Agency  ✔️Honoured the 17.4M when Keith went around our backs  ✔️Providing biggest fuel and cost of living support of an EU country  ✔️Still supporting the NHS, Education, Armed forces  ✔️Still levelling up the forgotten with £600 billion infrastructure spend",0,labour
168,"Happy New Year! A message from Ed Davey.  There's so much to back on fondly from 2022.  🟡 Those Jubilee street parties which brought communities together after so long kept apart by Covid.  🟡 The Lionesses bringing football home at Wembley, and the men's team on that brilliant run in the World Cup too.  🟡 And another fantastic by-election for the Liberal Democrats in Tiverton and Honiton.",2,libdems
188,Shane you couldn't be bothered to do when you really had the chance....... 🤡🤡🤡🤡,0,libdems
43,"The reason the government won't pay the nurses/doctors  a proper wage is simple, they want the nurses to leave the NHS and go to work for the private companies, who are then in turn paid by the government, this is where all the money is going, The nurses are on a higher wage but get fewer paid holidays and very little (if any) sickness cover. 🤔Nobody is told about this, it just happens by stealth.",0,labour
82,"That's really going to help the poor people who you have created over the last 10 years, you rich people don't have a clue about the reality of austerity and holding pay back for years, doctors, nurses full time working people having to use food banks due to your plans to get rid of the debt making us all worse off than when you started !!! And your plan🤔get the debt down and keep wages down 🤔 sounds familiar, unless the deal done with Japan is going to help ? 🤔. Clueless absolutely clueless.",0,conservatives
252,"Prime Minister, since when is the pay rise for the employees of a privatised company funded by the tax payer?🤣",0,conservatives
34,No trolls 🧌 🧌 so far. Betty Smith Simon Nicholls Ken Clarke,1,libdems
179,Wow great way to repackage your mess. Top class gaslighting 👍🏻,0,conservatives
248,"Fix the leaking 💦 pipes. How can we be in a drought, surrounded by water. Rivers running across the land and reservoirs.",0,conservatives
308,"I am not voting Conservative, talk about betrayal of the Brexit vote. Reform uk is the way forward 🙌",2,conservatives
154,"Oh please call him what he is, Siir Kier man of the people 🤣 clearing out those troublesome socialists till only the rich will speak for him. Knight Commander of the Order of the Bath. Inspires confidence in change does it not... sure that's gonna feed the poor.",0,labour
108,Congratulations ❤️🌹,2,labour
82,"Hey, at least he drove to that meeting and didn’t use the RAF as a taxi service this time 🙄",0,libdems
52,Proud of you all  best side lost but that's  football ⚽️ 👏,2,labour
95,Could’ve added Happy Lohri to the punjabis too 🤔,1,libdems
336,That’s it for me.  Stuffed landlords “Again”. Can’t pay my mortgages off early because this lot are taking my money in taxes! So much for Entrepreneurship 🤔 No vote from me until they learn cutting taxes is what stimulates the economy. Maggie will be turning in her grave at this lot! 😡 Better prepare for opposition! 😳,0,conservatives
273,Is there a VIP lane to fast track our application? We wont say anything if you wont 😉😉,1,conservatives
105,Congratulations 🇬🇧❤️,2,labour
267,P.S.  You'll need to rush this through the HoL before the end of this session.  At this rate it'll be then end of 2024 before it comes into law.  🤨,0,conservatives
289,not really worth a coment the unions are  trying  to help him  by pushing  strikes  when the only answer is  is to get stuck in workhard to pull us out of the posiyion we are due to world influence  and covid and illegal entry to our country 👍🇬🇧,0,conservatives
172,Happy new year 🇬🇧 An area the Liberal Democrat’s 🇬🇧 💛 can examine for 2023; Utilities ripping off the public. ,1,libdems
169,"A question the Liberal Democrat’s 🇬🇧💛 can bring to Parliament in this new year. Why did it take 300 days for the Tories to say they would cancel Russia gas, even though OfGem has not cancelled there operations licence 🧐 It’s almost like the Tories want more Russia oligarch money. ",0,libdems
26,He is the lowest of the low.Crawled out from under a stone.Needs to be squashed 🤨,0,libdems
27,Maybe you MPs could hand over the bribes from China to help him 🤣🤣🤣 .,0,libdems
28,More fraud and corruption at Westminster 😞  ,0,libdems
159,A plan for economical growth and make Brexit work? 🤣🤣🤣🤣🤣🤡🤡🤡🤡. Well we are still waiting to hear about your miraculous plans. Or is your plan the same as this so called Tory oven ready deal we were supposed to have with the EU after Brexit?  You are losing all credibility. Sorry to say so... How can you make Brexit work when we all know it doesn't? Do you ever listen to the voice of your electorate or are you only interested in getting to  Downing Street? If you want to win the next GE . Get back to Earth and wake up... Please do...,0,labour
6,And I hope that you are going to sort out all this corruption too!! 😡,0,conservatives
8,We must never forget what those poor souls went through so that it never happens again 💔 RIP,1,conservatives
325,Socialist Cons. Membership ditched after 33yrs. Now with Reform Party 🔥😎,2,conservatives
124,"When you deliver on your promises, perhaps the electorate will trust you again.🤔",0,conservatives
126,Yeah Whatever all I’ve seen the tories do over the last couple of years is help the rich get richer and the poor get poorer which I find very hard to swallow due to the fact I’ve voted Tory for the last 30 years 😡,0,conservatives
68,"I have a maths question for our unelected PM…  If you promise five thousand new/ extra nurses, and four thousand resign, because of the ideology of this right wing government, and poor conditions, lack of pay and funding… HOW meany do you really need 🤦‍♂️",0,conservatives
173,Good luck to England today! Come on USA! 🤣,1,labour
242,"There you go again, putting foreigners first 😉😉",1,conservatives
177,"Is that in spite of Tory claims that we are doing better than all the rest. Liars and fascists. .. see the Express and Mail headlines! Apparently there are more trade deals still to be done with Mongolia, Burkina Faso and Cape Verde Islands 🤪",0,labour
187,'Good luck England ' Not.the best choice of words from the Tories😂,0,conservatives
243,"Great man and leader he would be sorry to see the people in politics now and what a sad show they have become and the people that have brought his party and country to its knees,the greatest prime minister this country will ever know ✌️",0,conservatives
28,From my own experience the NHS was much better under a Labour government 👍🏼🙏🏼,1,labour
188,Vive la France 🇫🇷🇫🇷🇫🇷😁😁🎉🥇👏👏👏👍🎉🎉!!! I feel a great collective wave of relief from everywhere (except England obviously 😁)!! So good to see the back of England and out of another big tournament again 👋👋 BON VOYAGE 😁! I don’t actually care who wins it but thankfully it won’t be you 😂.,0,conservatives
83,Wow switched the comments from most relevant which had 4 comments to all are the Conservatives trying to hide the comments section now 😂😂,1,conservatives
208,Straight into the PFI holders hands - thank you 👍,1,conservatives
133,What’s this ‘if the pledge is broken’ 🤔😆,1,libdems
81,"Jeremy corbyn is  the real Labour, to me u are just a tory in disguise 👍",1,labour
321,"Bout time we looked after our own people first,Britain just seems to be a massive  charity 🤬🤬🤬,we've got people reallying on food banks,but no let's help others",0,conservatives
101,Congratulations x👏👏,2,labour
15,It's all just words. There are have been so many years of a lack of investment and neglect. We are in catch up mode. Ask anyone in the profession they will give you and accurate representation of the current situation. I think you will find there is a lot of concern about what the future holds. Check out Question Time Last week..embarrassing 😡,0,conservatives
178,"Pardon me for asking but WHY are mothers sending their own children to school without as much as a slice of toast and peanut butter in their stomachs and expecting the British Education System to become a catering organisation? I have never understood how this all got started to the extent that a Government is responsible for feeding other people's children. I know people are broke, I understand that, I grew up with a single mum who fed us basic food before and after school and made us a sandwich for our lunch. Now, mothers are sending their kids out of their home for food on a permanent basis. I have had dealings with young children at my work and many of them openly said that they only ever eat at school or, on the weekend, at McDonalds. And don't start saying that ""food is expensive"" because I shop carefully and see a loaf of bread reduced to 32 pence, a tub of spread at the regular price of under a pound and peanut butter at the regular price of 85 pence. Two chicken legs at Marks and Spencer, full price, at £1.35 yesterday at the Kensington High Street M&S branch. It seems that mothers have simply given up even trying. My mum sat us three kids down, told us we were in money trouble and that we would just have to do our best. I learned that as 9 year old and I still shop that way. There is more to being a 'mother' than giving birth, there is 'parenting' after and for years. ""A child is not just for benefits."" 🫣",0,libdems
182,🙏🙏🙏🙏🙏,2,labour
182,You can't even shape great Britain let alone the world 🤬,0,conservatives
37,"Instead of the UK government to review salaries of nurses, carers, teachers they resort to importing these skills from abroad! They recruit from abroad because in the short term of 5years, the imported skills would be satisfied with low wages until they become citizens and then suddenly want more money...I am honestly counting down to the next election to see conservatives gotten rid of! Useless bunch of individuals..they are ok to inflate council taxes but not salaries 😳😳! They expect nurses,  carers and teachers to survive this inflation with their original wages when 100pound shopping is nothing anymore 🤔...Labour u don't need to import more nurses, pay them better and abolish agencies that reap the people off! Perhaps better overtime for them and u would not need them working for agencies! Do your research well by making nursing an attractive career with better salary and free education then importation of skill would be less",0,labour
133,"STRIKERS and Strikes are  just  the  anti-societal response to unfairness , but  isn't this '  time  of  strikes unfair to our country/our Govt. /our working population/our recovery from Covid/our recovery from Govt. changes ' ..........so the people who  are  affected are  the  same  people who  are  moaning /then striking at the same time . The State of our U.K. will be  even  worse if  the  Strikes/Striking/Strikers are continously stopping work , stopping our normal life , causing difficulties for everyone , breaking the Peace, Love and Posterity Logo that pervades our Christmas Time Period when we should enjoy sharing Advent together ?😟😅🤩😊",1,labour
90,We have a magic hospital tree bed too!😂,0,conservatives
187,"This is why I wouldn’t recommend anyone to come to live in uk under the current government. No amount of studies, surveys will ever change things that the people at the top Just Don’t Care!! We need a couple of million to march on Downing Street and demand what is rightfully ours. These aren’t creature comforts I speak of but inalienable rights that are not a privilege but rights for all. Thomas Paine would be turning in his grave 🙄",0,labour
135,🤞🤞 Although Tory voters aren't known for their intelligence.,0,libdems
191,"He is everything a Tory isn’t,a man and leader with integrity 👏👏👏",2,labour
175,"Happy Woke Year Love and Peace to everyone,  yes even the Trolls 🧌",2,libdems
94,"So will "" Starmer's Labour"" pay the Nurses a decent wage? Will they fund the NHS properly? Will they stop the stealth privatisation of OUR NHS and tell US health insurance to take a hike? Looking forward to the next General Election Manifesto.... 🤣",1,labour
80,Oh oh oh 👏👏👏,1,labour
53,Proud of the Manager and the team both on and off the pitch 👏,2,labour
301,"Milions of Undocument legal migrants Living in uk.... after 10 years grant amnesty and reduce 20 year ILR rule ❤️  The Government should grant amnesty to undocumented migrants who have been living in the UK for 10 years or more, and reduce the 20 year residence rule for Indefinite Leave to Remain (ILR). This should be decreased to 14 years. It is unjust.  In this difficult time those people really stuggling ,they can speak engish ,they know culture and they have lots of work experience why can't they contribute the economy.  The Hostile Environment that faces people on their arrival in the UK extends to those who have been here for years trying to make a living. Undocumented migrants – the majority of whom arrived through legal routes but have fallen out of legal status   now whats happening hiring law skill imigrant including lots of dependants from every country,and its make really harmfull for the country long term. please consider my sensible request and give them status,minimum allow them to swich to some sort of working visa category,this way they must work,pay tax for continue status and renew visa. they need life aswell, make them pay tax,rather than working in black market,This is the best quikest way to sort out labor shortage aswell.... Thanks  🙏",1,conservatives
145,Should tell that to the thousands of girls groomed raped and murdered in Labour run areas 👍,0,labour
41,🔴 ,1,labour
163,If anyone needs a pay rise it’s them 🙏,1,conservatives
78,Coming from the actual cesspit that is the Tory party. I don’t even know where to start with this 🤦🏻‍♂️,0,conservatives
22,New year was the 1st of January the Chinese need to keep up 🤣🤣,0,conservatives
130,yes grow by shrinking wages and jobs .if employers could replace you with a robot they will 🤣🤣😊,1,labour
221,Well done Three Lions 🏴󠁧󠁢󠁥󠁮󠁧󠁿,2,conservatives
284,"And the Tories said they wouldn't put taxes up, and now they have... 🙄",0,conservatives
95,"Happy Christmas to everyone May this Christmas fill the heart and home of people with Joy, love and good health 🙏🏽❤️💐.",2,conservatives
62,"Looks like we've 2 choices The horrendous Party or the Moron Party, it's not a good place to be as a voter 😒",0,labour
9,At least with this one you know IN ADVANCE he serves the US Oligarchy.!!! 🤣🤣🤣🤣🤣🤣,0,labour
81,This is all about UK and Japan combining on development of next gen fighter jets. A good deal for both countries 🙂,2,conservatives
302,"""Do us proud"" because our government certainly can't 🙄",0,conservatives
54,LOL. It’ll be interesting to see how your neglect of domestic matters will fly with voters at the next general election. I suspect that we shall find serious discrepancies between your priorities and ours. The clock is ticking 😉😉,0,conservatives
71,Going well this brexit lark isnt it? 😅😅😅,0,conservatives
77,Kung Hei Fat Choy everyone 🐰🎆🎇✨️🎈🎋🎍🎎🎏🎐🎑🧧,2,libdems
27,"This is terrible spin doctoring. By your leader.  It’s not about paymasters; he’s a fine one to shout that out on money he’s got! No, it’s about people having the right to a fair wage and reasonable standard of life, just like an MP! I really am disliking this man more on daily basis 🤬",0,conservatives
96,Next it will be Health poverty! 😥,0,labour
109,I am 55 Year old and through various  Governments I have never seen this country in such an appalling state. The Conservatives need to take responsibility for that. Stop blaming others that haven't been in power. Tell the truth instead of all the spin. I just don't believe or trust them anymore. Defection and blaming everyone else is their strategy. Get real 😡,0,conservatives
223,"Congratulations to England from Croatia, we will meet in the final! 🏴󠁧󠁢󠁥󠁮󠁧󠁿🤝🇭🇷",2,conservatives
250,"Right, so let’s get this straight…he’s blaming more debt, more inflation, more strikes and more immigration on….wait for it……the opposition………who aren’t in government 🤪",0,conservatives
128,My priority is getting my daughter a filling before she can begin life-saving chemo which is due to start on Friday-no dentist no chemo 😡,0,conservatives
32,"Can’t get GP appointment because Labour all them years ago gave them rule to do what they want at the cost of a fortune to the tax payer, well done Labour, you know how to run the NHS about as well as the Tories 👍🏼",0,labour
286,All the younger folk moaning on here are tomorrows pensioners. They need to be careful what they wish for.🤔😉,1,conservatives
334,He hasn’t  got a clue what about working class people 🙄 when theyvput council tac up as they say they need more government funding . Tell me why xReigate and Banstead put some of their money in overseas / offshore accounts ????!!!,0,conservatives
139,🏘 This is just some of what we're doing to help households - visit conservatives.com/achievements for more,1,conservatives
106,Notice the Tories are more interested in blocking strikes than actually emergency taxing utility profiteers to cover the large funding hole 🕳 they created in the first place. The Tory rats don’t realise the population will strike anyway regardless of there crypto-fascist rhetoric.,0,libdems
27,"Can I choose a fully funded renationalised NHS please? Is that an option, or is this post just more gaslighting? 😉",0,labour
194,"Starmer - He's s real nowhere man, sitting in his nowhere land dreaming up his nowhere plan for nobody (paraphrasing the fab four)🤣🤣🤣🤣",0,labour
270,Didn't think the country has any money an we all have to tighten our belts even harder an pay more tax yet Conservatives can find 20 million for planting trees of tax payers money 💰 not to mention we can cut down trees and ruin our countryside to gain 15 minutes on a train journey costing billions what an upside down country and Conservatives government it is truly madness especially when our current infrastructure needs updating massively could have saved planting new trees by not cutting old ones down there all stupid considering there all supposed to be educated,0,conservatives
283,"OK. So you tell us cut our elec by is it 15 percent, which many of us, have done already. I've had one piece of toast since March darent out toaster on. You've families with kids cold, granddaughters Christmas wish is to have the heating on. We can't afford the money for Ukraine full stop. You'll gave homeless people on your hands next year who have been refused renewal of mortgage. Just 🤔 wondering where your priorities are?",0,conservatives
162,Labour Party needs to get back to its ROOTS! ✌💪✌,1,labour
297,Always More Scores 🇬🇧🇬🇧🙏🙏,2,conservatives
125,Long live the Liebour party 😂😂😂,2,labour
185,"This group always confuses me, I thought Labour supporters would be on it, but seems it’s mostly anti Labour. I find it very strange  I’m just making an observation not meant as a judgment 🤷‍♀️",1,labour
142,And a more dynamic economy 🤣🤣🤣🤣,0,labour
94,It’s St Felix of Nola Day today. Disappointing that the Liberal Democrats have ignored that. Lost my vote 😡,0,libdems
99,That’s awesome 👏 congratulations!! The Labour Party must keep on winning!,2,labour
292,Best Wishes dear ⚽️,2,conservatives
127,Well done Rishi 👍,2,conservatives
147,If only you didn't get rid of someone who had a plan for that 😵‍💫,0,labour
102,Well done Samantha! So proud of your result and congratulations on taking up your seat representing the Labour family! Onwards and upwards:) ☘️🌎🌈🎄💖🇺🇳🇪🇺,2,labour
186,Thankyou we need all the luck we can get with you lot in charge 😂,0,conservatives
318,Well done PM Ukraine needs our support whatever it takes 👍👍,2,conservatives
9,Should always be remembered RIP 💓💓,2,conservatives
114,"Bandwagon, jump on it 😂😂 non dom status has been around since Pitt The Younger introduced it. It’s been used by All parties since 1760 ish. Personal attacks are not politics.",0,labour
98,Can you give that other lot a nudge to get the £200 grant for alternative fuels through before people freeze to death this winter🥶🥶,0,labour
123,"What about low skilled workers we used to rely on, to pick our fruit and do our cleaning jobs etc. who disappeared after leaving the EU? ...and Labour doesn't want to discuss freedom of movement 🙄",0,labour
112,Not in a million years ❌❌❌❌,0,labour
151,"Can you remind us how you spent all the money last time, including selling all our gold reserves for half it's value? It's because a lot of people appear to have forgotten. TiA.👍",0,labour
42,We need a GE a new start to flush this lot out. It’s unbelievable that a one time Chancellor is in this position. 😀,1,libdems
170,Come on Wales 🙂,2,labour
25,"I partly understand the government opposition to putting cash into Britvolt, however even a 50 % investment would only be approx half of the £5B lost through fraudulent covid business grants 🤔",0,conservatives
271,I’ve got a Very old cottage and on the last insulation scheme They wouldnt go in my lofts under H&S so they said to me do it yourself.✌🏻✌🏻✌🏻,0,conservatives
26,Quintin-Gayle Morris nothing to do with weather then? Not always voter Apathy at fault. Also Tory voters not voting rather than voting for an alternative. Well done new Labour MP once we take power from this weak Tory mistake Government. Will standards and honesty and integrity return to our UK politics? oh yes! Go Keir your time is now🌹🌹,1,labour
335,We are all doomed unless your in the corrupt government if anything they should take a pay cut good luck people we are going to need it 😡,0,conservatives
87,At least he knows the difference between a man and a woman 👍🏻,2,libdems
86,"She says of Starmer, ""he's very much for the individual ... "", and the Labour Party use it in a promo?? 🤢   Labour needs to pledge a government funded **Green Job Guarantee**, and stop conceding to mainstream 'pay-for' economic bunk.  #StarmerOut #ReevesOut #StreetingOut  👎",0,labour
140,"Printed money creates inflation which you have done in record amounts complete mis handling of finances and latest stunt voted the latest leader in behind closed doors the very man that was supposed to have control of the money (eat out to help out 🤣) borders are non existent, law and order is a joke, highest taxes for 70 years and I was a conservative member note was, have now joined Reform in the hope there popularity opens your eyes what a farce we must be the laughing stock of the world 😢",0,conservatives
203,"Oh good reliant on America now, makes me feel so much better 🙄",0,conservatives
73,Now *this* is the growth agenda! ✊🏻🌹,2,labour
84,He looks nervous … he looks like a man that’s thinking he may have just poked the fire 😂 that’s Far Eastern Europe covered and far Western Asia ticked … I’ll go grab some popcorn and watch the squeeze 😬,0,conservatives
258,"England, indeed!  I'm from Portugal... and England and Portugal are mates 😉 for centuries! Sorry Wales... we love you too!",2,conservatives
118,Not to worry.... 'Invisi Rishi' to the rescue.  Apparently 18 year olds will be required to study maths for longer... presumably so that they will be better able to count the number of patients awaiting treatment or left on trolleys in hospital corridors assuming they can actually get admitted... 😡,0,libdems
174,❤️🙏,2,conservatives
148,Merry Christmas to you All ✝️🎄,2,conservatives
155,At the end of the day you couldn't care less. You are extremely comfortable with your millions whilst many people in the UK are struggling to either heat their homes or eat. This government is a disgrace and don't even think about adding 12p to fuel 😡😡😡😡😡😡,0,conservatives
126,"primak,😂😂😂😂 subway really a small business",1,labour
4,All I want for Christmas is Jeremy Corbyn back where he belongs and YOU stuck in the 7th circle of Hell with Thatcher. Merry Christmas indeed 🤬,0,labour
33,Under Labour we would still be locked down for Covid ! 😡,0,labour
66,"Snake oil salesman is Keir, wouldn't trust him as far  as I could throw a grand piano 😂😂🤣",0,labour
57,NHS failing. Transport networks crippled. School system broken. Economy crashing. Cost of living skyrocketing. Energy sector a shambles. People are unhappy. 13 years of Tories caused this. But at least london has a lot of tech funding! 👏,0,conservatives
149,"Foreign holidays,  in the current climate?  How very lib dem,  how very deluded it of touch lib dems of you! 🤡🤡🤡🤡🤡",0,libdems
275,"All this while importing loads of men, who appear to have little respect for young girls rights. 🤬",0,conservatives
